EFF_DATE,SITE_NO,SITE_TYPE_CODE,FACILITY_TYPE,STATE_CODE,FACILITY_ID,CITY,COUNTRY_CODE,ICAO_ID,FACILITY_NAME,REGION_CODE,TWR_OPERATOR_CODE,TWR_CALL,TWR_HRS,PRIMARY_APCH_RADIO_CALL,APCH_P_PROVIDER,APCH_P_PROV_TYPE_CD,SECONDARY_APCH_RADIO_CALL,APCH_S_PROVIDER,APCH_S_PROV_TYPE_CD,PRIMARY_DEP_RADIO_CALL,DEP_P_PROVIDER,DEP_P_PROV_TYPE_CD,SECONDARY_DEP_RADIO_CALL,DEP_S_PROVIDER,DEP_S_PROV_TYPE_CD,CTL_FAC_APCH_DEP_CALLS,APCH_DEP_OPER_CODE,CTL_PRVDING_HRS,SECONDARY_CTL_PRVDING_HRS
2025/03/20,18187.3,A,NON-ATCT,OH,1G5,MEDINA,US,,MEDINA MUNI,AGL,,,,CLEVELAND,CLE,A,,,,CLEVELAND,CLE,A,,,,,,,
2025/03/20,12082.21,A,NON-ATCT,MO,1H0,ST LOUIS,US,,CREVE COEUR,ACE,,,,SAINT LOUIS,T75,T,,,,SAINT LOUIS,T75,T,,,,,,,
2025/03/20,4614.0,A,NON-ATCT,IL,1H2,EFFINGHAM,US,,EFFINGHAM COUNTY RGNL,AGL,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,4487.0,A,NON-ATCT,IL,1H8,CASEY,US,,CASEY MUNI,AGL,,,,HULMAN,HUF,A,,,,HULMAN,HUF,A,,,,,,,
2025/03/20,5232.11,A,NON-ATCT,IN,1I9,DELPHI,US,,DELPHI MUNI,AGL,,,,GRISSOM,GUS,A,CHICAGO ARTCC,ZAU,C,GRISSOM,GUS,A,CHICAGO ARTCC,ZAU,C,,,,
2025/03/20,6348.01,H,NON-ATCT,IA,1IA3,SPENCER,US,,SPENCER MUNI HOSPITAL,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,6492.5,A,NON-ATCT,KS,1K1,BENTON,US,,LLOYD STEARMAN FLD,ACE,,,,WICHITA,ICT,A,,,,WICHITA,ICT,A,,,,,,,
2025/03/20,18978.32,A,NON-ATCT,OK,1K4,GOLDSBY,US,,DAVID JAY PERRY,ASW,,,,OKE CITY,OKC,A,,,,OKE CITY,OKC,A,,,,,,,
2025/03/20,19046.02,A,NON-ATCT,OK,1K8,KETCHUM,US,,SOUTH GRAND LAKE RGNL,ASW,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,25129.0,A,NON-ATCT,UT,1L7,ESCALANTE,US,,ESCALANTE MUNI,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,,,,,,,
2025/03/20,133.5,A,NON-ATCT,AL,1M3,ARDMORE,US,,ARDMORE,ASO,,,,HUNTSVILLE,HSV,A,MEMPHIS ARTCC,ZME,C,HUNTSVILLE,HSV,A,MEMPHIS ARTCC,ZME,C,,,,
2025/03/20,363.0,A,NON-ATCT,AL,1M4,HALEYVILLE,US,,POSEY FLD,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,23154.1,A,NON-ATCT,TN,1M5,PORTLAND,US,,DOUGLAS HUNTER FLD,ASO,,,,NASHVILLE,BNA,A,,,,NASHVILLE,BNA,A,,,,,,,
2025/03/20,7151.4,A,NON-ATCT,KY,1M7,FULTON,US,,FULTON,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,8389.13,H,NON-ATCT,ME,1ME2,WATERVILLE,US,,MAINE GENERAL MEDICAL CENTER-WATERVILLE,ANE,,,,PORTLAND,PWM,A,BOSTON ARTCC,ZBW,C,PORTLAND,PWM,A,BOSTON ARTCC,ZBW,C,,,,
2025/03/20,11950.11,A,NON-ATCT,MO,1MO,MOUNTAIN GROVE,US,,MOUNTAIN GROVE MEML,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,8645.01,A,NON-ATCT,MD,1N5,SALISBURY,US,,BENNETT,AEA,,,,PATUXENT,NHK,A,POTOMAC,PCT,T,PATUXENT,NHK,A,POTOMAC,PCT,T,,,,
2025/03/20,13543.0,A,NON-ATCT,NJ,1N7,BLAIRSTOWN,US,,BLAIRSTOWN,AEA,,,,NEWARK,PHL,A,,,,NEWARK,PHL,A,,,,,,,
2025/03/20,1743.0,A,NON-ATCT,CA,1O2,LAKEPORT,US,,LAMPSON FLD,AWP,,,,OAKLAND ARTCC,ZOA,C,,,,OAKLAND ARTCC,ZOA,C,,,,,,,
2025/03/20,1782.0,A,NON-ATCT,CA,1O3,LODI,US,,LODI,AWP,,,,NORCAL,NCT,T,,,,NORCAL,NCT,T,,,,,,,
2025/03/20,19264.1,A,NON-ATCT,OK,1O4,THOMAS,US,,THOMAS MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,1905.0,A,NON-ATCT,CA,1O5,MONTAGUE,US,,MONTAGUE-YREKA ROHRER FLD,AWP,,,,,,,,,,,,,,,,,,,
2025/03/20,19271.0,A,NON-ATCT,OK,1O8,TIPTON,US,,TIPTON MUNI,ASW,,,,ALTUS,LTS,A,FORT WORTH ARTCC,ZFW,C,ALTUS,LTS,A,FORT WORTH ARTCC,ZFW,C,,,,
2025/03/20,21305.02,H,NON-ATCT,PA,1PS8,PUNXSUTAWNEY,US,,PUNXSUTAWNEY AREA HOSPITAL,AEA,,,,CLEVELAND ARTCC,ZOB,C,,,,CLEVELAND ARTCC,ZOB,C,,,,,,,
2025/03/20,6857.07,A,NON-ATCT,KS,1QK,QUINTER,US,,GOVE COUNTY,ACE,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,11154.0,A,NON-ATCT,MS,1R7,BROOKHAVEN,US,,BROOKHAVEN-LINCOLN COUNTY,ASO,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,155.0,A,NON-ATCT,AL,1R8,BAY MINETTE,US,,BAY MINETTE MUNI,ASO,,,,MOBILE,MOB,A,HOUSTON ARTCC,ZHU,C,MOBILE,MOB,A,HOUSTON ARTCC,ZHU,C,,,,
2025/03/20,12357.0,A,NON-ATCT,MT,1S3,FORSYTH,US,,TILLITT FLD,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,4275.5,A,NON-ATCT,ID,1U4,NEW MEADOWS,US,,NEW MEADOWS,ANM,,,,,,,,,,,,,,,,,,,
2025/03/20,4280.0,A,NON-ATCT,ID,1U7,PARIS,US,,BEAR LAKE COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,2532.0,A,NON-ATCT,CO,1V6,CANON CITY,US,,FREMONT COUNTY,ANM,,,,DENVER,D01,T,DENVER ARTCC,ZDV,C,DENVER,D01,T,DENVER ARTCC,ZDV,C,,,,
2025/03/20,26027.0,A,NON-ATCT,VA,1VA1,STUART,US,,MICRO,AEA,,,,ROANOKE,ROA,A,,,,ROANOKE,ROA,A,,,,,,,
2025/03/20,24048.0,A,NON-ATCT,TX,1X1,HIGGINS,US,,HIGGINS/LIPSCOMB COUNTY,ASW,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,463.1,A,NON-ATCT,AL,20A,ONEONTA,US,,ROBBINS FLD,ASO,,,,BIRMINGHAM,BHM,A,,,,BIRMINGHAM,BHM,A,,,,,,,
2025/03/20,4082.0,A,NON-ATCT,GA,20GA,VILLA RICA,US,,EARL L SMALL JR  FLD/STOCKMAR,ASO,,,,ATLANTA,A80,T,,,,ATLANTA,A80,T,,,,,,,
2025/03/20,15525.1,A,NON-ATCT,NY,20N,KINGSTON,US,,KINGSTON-ULSTER,AEA,,,,NEW YORK,N90,T,,,,NEW YORK,N90,T,,,,,,,
2025/03/20,17256.1,A,NON-ATCT,ND,20U,BEACH,US,,BEACH,AGL,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,2649.0,A,NON-ATCT,CO,20V,KREMMLING,US,,MC ELROY AIRFIELD,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,10973.0,A,NON-ATCT,MN,21D,ST PAUL,US,,LAKE ELMO,AGL,,,,MINNEAPOLIS,M98,T,,,,MINNEAPOLIS,M98,T,,,,,,,
2025/03/20,7828.02,H,NON-ATCT,ME,22ME,BAR HARBOR,US,,BAR HARBOR,ANE,,,,BANGOR,BGR,A,,,,BANGOR,BGR,A,,,,,,,
2025/03/20,20746.3,A,NON-ATCT,PA,22N,LEHIGHTON,US,,JAKE ARNER MEML,AEA,,,,ALLENTOWN,ABE,A,,,,ALLENTOWN,ABE,A,,,,,,,
2025/03/20,21645.6,H,NON-ATCT,PA,22PA,UNIONTOWN,US,,UNIONTOWN HOSPITAL,AEA,,,,CLARKSBURG,CKB,A,CLEVELAND ARTCC,ZOB,C,CLARKSBURG,CKB,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,20966.0,H,NON-ATCT,PA,22PS,MONTROSE,US,,MONTROSE HIGH SCHOOL,AEA,,,,BINGHAMTON,BGM,A,,,,BINGHAMTON,BGM,A,,,,,,,
2025/03/20,23882.22,A,ATCT,TX,22XS,FORT CAVAZOS (KILLEEN),US,,LONGHORN AUX LANDING STRIP,ASW,R,LONGHORN,"0900-0100 MON-FRI, OTHER TIMES BY NOTAM.",,,,,,,,,,,,,,,,
2025/03/20,20078.0,H,NON-ATCT,PA,23PN,CLEARFIELD,US,,PENN HIGHLANDS CLEARFIELD,AEA,,,,NEW YORK ARTCC,ZNY,C,,,,NEW YORK ARTCC,ZNY,C,,,,,,,
2025/03/20,23760.1,A,NON-ATCT,TX,23R,DEVINE,US,,DEVINE MUNI,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,23882.23,A,NON-ATCT,TX,23XS,FORT CAVAZOS (KILLEEN),US,,SHORTHORN AUX LANDING STRIP,ASW,,,,,,,,,,,,,,,,,,,
2025/03/20,17148.5,A,NON-ATCT,NC,24A,SYLVA,US,,JACKSON COUNTY,ASO,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,3305.1,A,NON-ATCT,FL,24J,LIVE OAK,US,,SUWANNEE COUNTY,ASO,,,,JACKSONVILLE ARTCC,ZJX,C,,,,JACKSONVILLE ARTCC,ZJX,C,,,,,,,
2025/03/20,11415.1,A,NON-ATCT,MS,25M,RIPLEY,US,,RIPLEY,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,21716.01,H,NON-ATCT,PA,25PN,WELLSBORO,US,,NESSMUK,AEA,,,,ELMIRA,ELM,A,NEW YORK ARTCC,ZNY,C,ELMIRA,ELM,A,NEW YORK ARTCC,ZNY,C,,,,
2025/03/20,20946.02,H,NON-ATCT,PA,25PS,MINERSVILLE,US,,PRIMROSE,AEA,,,,HARRISBURG,MDT,A,,,,HARRISBURG,MDT,A,,,,,,,
2025/03/20,14109.0,A,NON-ATCT,NJ,26N,OCEAN CITY,US,,OCEAN CITY MUNI,AEA,,,,ATLANTIC CITY,ACY,A,,,,ATLANTIC CITY,ACY,A,,,,,,,
2025/03/20,20558.0,H,NON-ATCT,PA,26PA,HONEY GROVE,US,,STOTTLE MEML,AEA,,,,HARRISBURG,MDT,A,,,,HARRISBURG,MDT,A,,,,,,,
2025/03/20,23808.1,A,NON-ATCT,TX,26R,EDNA,US,,JACKSON COUNTY,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,7152.1,A,NON-ATCT,KY,27K,GEORGETOWN,US,,GEORGETOWN-SCOTT COUNTY RGNL,ASO,,,,LEXINGTON,LEX,A,,,,LEXINGTON,LEX,A,,,,,,,
2025/03/20,3421.0,A,NON-ATCT,FL,28J,PALATKA,US,,PALATKA MUNI/LT KAY LARKIN FLD,ASO,,,,JACKSONVILLE,JAX,A,,,,JACKSONVILLE,JAX,A,,,,,,,
2025/03/20,8957.2,A,NON-ATCT,MA,28M,HANSON,US,,CRANLAND,ANE,,,,,,,,,,,,,,,,,,,
2025/03/20,20480.2,A,NON-ATCT,PA,29D,GROVE CITY,US,,GROVE CITY,AEA,,,,YOUNGSTOWN,YNG,A,CLEVELAND ARTCC,ZOB,C,YOUNGSTOWN,YNG,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,14385.0,A,NON-ATCT,NJ,29N,VINELAND,US,,KROELINGER,AEA,,,,ATLANTIC CITY,ACY,A,,,,ATLANTIC CITY,ACY,A,,,,,,,
2025/03/20,20355.04,H,NON-ATCT,PA,29PN,ERIE,US,,ST VINCENT HEALTH CENTER,AEA,,,,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,22941.1,A,NON-ATCT,TN,2A0,DAYTON,US,,MARK ANTON,ASO,,,,CHATTANOOGA,CHA,A,ATLANTA ARTCC,ZTL,C,CHATTANOOGA,CHA,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,23028.0,A,NON-ATCT,TN,2A1,JAMESTOWN,US,,JAMESTOWN MUNI,ASO,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,920.02,A,NON-ATCT,AR,2A2,CLINTON,US,,HOLLEY MOUNTAIN AIRPARK,ASW,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,50427.61,A,NON-ATCT,AK,2A9,KOTLIK,US,PFKO,KOTLIK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,9063.0,A,NON-ATCT,MA,2B1,MARSTON MILLS,US,,CAPE COD,ANE,,,,BOSTON,A90,T,,,,BOSTON,A90,T,,,,,,,
2025/03/20,9112.8,A,NON-ATCT,MA,2B2,NEWBURYPORT,US,,PLUM ISLAND,ANE,,,,BOSTON,A90,T,,,,BOSTON,A90,T,,,,,,,
2025/03/20,13353.0,A,NON-ATCT,NH,2B3,NEWPORT,US,,PARLIN FLD,ANE,,,,BOSTON ARTCC,ZBW,C,,,,BOSTON ARTCC,ZBW,C,,,,,,,
2025/03/20,8209.0,A,NON-ATCT,ME,2B7,PITTSFIELD,US,,PITTSFIELD MUNI,ANE,,,,BANGOR,BGR,A,,,,BANGOR,BGR,A,,,,,,,
2025/03/20,50697.0,A,NON-ATCT,AK,2C7,SHAKTOOLIK,US,PFSH,SHAKTOOLIK,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,17285.0,A,NON-ATCT,ND,2C8,CAVALIER,US,,CAVALIER MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,3093.8,A,ATCT,FL,2CB,CAMP BLANDING MIL RES (STARKE),US,,CAMP BLANDING AAF (CAMP BLANDING MIL RESERVATION),ASO,R,BLANDING,OPS DURING TRAINING ONLY,,,,,,,,,,,,,,,,
2025/03/20,17435.2,A,NON-ATCT,ND,2D5,OAKES,US,,OAKES MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,17568.5,H,NON-ATCT,OH,2D6,BANNOCK,US,,BANNOCK,AGL,,,,CLEVELAND ARTCC,ZOB,C,,,,CLEVELAND ARTCC,ZOB,C,,,,,,,
2025/03/20,17580.0,A,NON-ATCT,OH,2D7,BEACH CITY,US,,BEACH CITY,AGL,,,,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,23646.1,A,NON-ATCT,TX,2F7,COMMERCE,US,,COMMERCE MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,18372.1,A,NON-ATCT,OH,2G1,PAINESVILLE,US,,CONCORD AIRPARK,AGL,,,,CLEVELAND,CLE,A,,,,CLEVELAND,CLE,A,,,,,,,
2025/03/20,18562.0,A,NON-ATCT,OH,2G2,STEUBENVILLE,US,,GEARY A BATES/JEFFERSON COUNTY AIRPARK,AGL,,,,PITTSBURGH,PIT,A,,,,PITTSBURGH,PIT,A,,,,,,,
2025/03/20,8604.1,A,NON-ATCT,MD,2G4,OAKLAND,US,,GARRETT COUNTY,AEA,,,,CLARKSBURG,CKB,A,CLEVELAND ARTCC,ZOB,C,CLARKSBURG,CKB,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,21497.0,A,NON-ATCT,PA,2G9,SOMERSET,US,,SOMERSET COUNTY,AEA,,,,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,4997.0,A,NON-ATCT,IL,2H0,SHELBYVILLE,US,,SHELBY COUNTY,AGL,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,11530.1,A,NON-ATCT,MO,2H2,AURORA,US,,JERRY SUMNERS SR AURORA MUNI,ACE,,,,SPRINGFIELD,SGF,A,,,,SPRINGFIELD,SGF,A,,,,,,,
2025/03/20,7259.0,A,NON-ATCT,KY,2I0,MADISONVILLE,US,,MADISONVILLE RGNL,ASO,,,,EVANSVILLE,EVV,A,INDIANAPOLIS ARTCC,ZID,C,EVANSVILLE,EVV,A,INDIANAPOLIS ARTCC,ZID,C,,,,
2025/03/20,3118.0,A,NON-ATCT,FL,2IS,CLEWISTON,US,,AIRGLADES,ASO,,,,MIAMI ARTCC,ZMA,C,,,,MIAMI ARTCC,ZMA,C,,,,,,,
2025/03/20,3880.3,A,NON-ATCT,GA,2J3,LOUISVILLE,US,,LOUISVILLE MUNI,ASO,,,,AUGUSTA,AGS,A,,,,AUGUSTA,AGS,A,,,,,,,
2025/03/20,3922.1,A,NON-ATCT,GA,2J5,MILLEN,US,,MILLEN,ASO,,,,AUGUSTA,AGS,A,,,,AUGUSTA,AGS,A,,,,,,,
2025/03/20,3459.0,A,NON-ATCT,FL,2J9,QUINCY,US,,QUINCY MUNI,ASO,,,,TALLAHASSEE,TLH,A,JACKSONVILLE ARTCC,ZJX,C,TALLAHASSEE,TLH,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,19085.1,A,NON-ATCT,OK,2K4,MANGUM,US,,SCOTT FLD,ASW,,,,ALTUS,LTS,A,FORT WORTH ARTCC,ZFW,C,ALTUS,LTS,A,FORT WORTH ARTCC,ZFW,C,,,,
2025/03/20,6791.0,A,NON-ATCT,KS,2K7,NEODESHA,US,,NEODESHA MUNI,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,7522.72,H,NON-ATCT,LA,2LS0,GALLIANO,US,,BRISTOW US LLC,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,7346.1,A,NON-ATCT,KY,2M0,PRINCETON,US,,PRINCETON-CALDWELL COUNTY,ASO,,,,CAMPBELL,HOP,A,,,,CAMPBELL,HOP,A,,,,,,,
2025/03/20,23053.3,A,NON-ATCT,TN,2M2,LAWRENCEBURG,US,,LAWRENCEBURG/LAWRENCE COUNTY (FLEEMAN FLD),ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,23103.0,A,NON-ATCT,TN,2M8,MILLINGTON,US,,CHARLES W BAKER,ASO,,,,MEMPHIS,M03,T,,,,MEMPHIS,M03,T,,,,,,,
2025/03/20,8168.14,H,NON-ATCT,ME,2ME2,NORTH HAVEN,US,,NORTH HAVEN,ANE,,,,BANGOR,BGR,A,,,,BANGOR,BGR,A,,,,,,,
2025/03/20,16855.5,H,NON-ATCT,NC,2NC9,LAURINBURG,US,,SCOTLAND MEML,ASO,,,,FAYETTEVILLE,FAY,A,,,,FAYETTEVILLE,FAY,A,,,,,,,
2025/03/20,19015.1,A,NON-ATCT,OK,2O8,HINTON,US,,HINTON MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,27652.0,A,NON-ATCT,WI,2P2,WASHINGTON ISLAND,US,,WASHINGTON ISLAND,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,18468.5,A,NON-ATCT,OH,2P7,ST CLAIRSVILLE,US,,ALDERMAN,AGL,,,,CLEVELAND ARTCC,ZOB,C,,,,CLEVELAND ARTCC,ZOB,C,,,,,,,
2025/03/20,5370.9,A,NON-ATCT,IN,2R2,INDIANAPOLIS,US,,HENDRICKS COUNTY-GORDON GRAHAM FLD,AGL,,,,INDIANAPOLIS,IND,A,,,,INDIANAPOLIS,IND,A,,,,,,,
2025/03/20,3351.0,A,NON-ATCT,FL,2R4,MILTON,US,,PETER PRINCE FLD,ASO,,,,PENSACOLA,P31,T,,,,PENSACOLA,P31,T,,,,,,,
2025/03/20,507.0,A,NON-ATCT,AL,2R5,ST ELMO,US,,ST ELMO,ASO,,,,MOBILE,MOB,A,HOUSTON ARTCC,ZHU,C,MOBILE,MOB,A,HOUSTON ARTCC,ZHU,C,,,,
2025/03/20,7450.1,A,NON-ATCT,LA,2R6,BUNKIE,US,,BUNKIE MUNI,ASW,,,,POLK,POE,A,,,,POLK,POE,A,,,,,,,
2025/03/20,24149.11,A,NON-ATCT,TX,2R9,KENEDY,US,,KENEDY RGNL,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,26471.0,A,NON-ATCT,WA,2S8,WILBUR,US,,WILBUR,ANM,,,,GRANT COUNTY,MWH,A,SEATTLE ARTCC,ZSE,C,GRANT COUNTY,MWH,A,SEATTLE ARTCC,ZSE,C,,,,
2025/03/20,24395.1,A,NON-ATCT,TX,2T1,MULESHOE,US,,MULESHOE MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,2762.0,A,NON-ATCT,CO,2V5,WRAY,US,,WRAY MUNI,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,2765.0,A,NON-ATCT,CO,2V6,YUMA,US,,YUMA MUNI,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,8677.1,A,NON-ATCT,MD,2W2,WESTMINSTER,US,,CLEARVIEW AIRPARK,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,8577.0,A,NON-ATCT,MD,2W5,INDIAN HEAD,US,,MARYLAND,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,8589.0,A,NON-ATCT,MD,2W6,LEONARDTOWN,US,,ST MARY'S COUNTY RGNL,AEA,,,,PATUXENT,NHK,A,POTOMAC,PCT,T,PATUXENT,NHK,A,POTOMAC,PCT,T,,,,
2025/03/20,24955.3,H,NON-ATCT,TX,2XS9,UVALDE,US,,UVALDE COUNTY HOSPITAL AUTHORITY,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,10509.01,H,NON-ATCT,MN,30MN,ALBERT LEA,US,,MAYO CLINIC HEALTH SYSTEM/ALBERT LEA,AGL,,,,ROCHESTER,RST,A,,,,ROCHESTER,RST,A,,,,,,,
2025/03/20,937.75,A,NON-ATCT,AR,32A,DANVILLE,US,,DANVILLE MUNI,ASW,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,12513.0,A,NON-ATCT,MT,32S,STEVENSVILLE,US,,STEVENSVILLE,ANM,,,,SPOKANE,GEG,A,SALT LAKE ARTCC,ZLC,C,SPOKANE,GEG,A,SALT LAKE ARTCC,ZLC,C,,,,
2025/03/20,344.1,A,NON-ATCT,AL,33J,GENEVA,US,,GENEVA MUNI,ASO,,,,CAIRNS,OZR,A,JACKSONVILLE ARTCC,ZJX,C,CAIRNS,OZR,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,2967.1,A,NON-ATCT,DE,33N,DOVER/CHESWOLD,US,,DELAWARE AIRPARK,AEA,,,,DOVER,DOV,A,,,,DOVER,DOV,A,,,,,,,
2025/03/20,2750.0,A,NON-ATCT,CO,33V,WALDEN,US,,WALDEN-JACKSON COUNTY,ANM,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,22555.0,A,NON-ATCT,SC,35A,UNION,US,,"UNION COUNTY, TROY SHELTON FLD",ASO,,,,GREER,GSP,A,ATLANTA ARTCC,ZTL,C,GREER,GSP,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,9509.0,A,NON-ATCT,MI,35D,ALLEGAN,US,,PADGHAM FLD,AGL,,,,GREAT LAKES,AZO,A,CHICAGO ARTCC,ZAU,C,GREAT LAKES,AZO,A,CHICAGO ARTCC,ZAU,C,,,,
2025/03/20,8109.0,A,NON-ATCT,ME,35ME,MATINICUS ISLAND,US,,MATINICUS ISLAND,ANE,,,,PORTLAND,PWM,A,BOSTON ARTCC,ZBW,C,PORTLAND,PWM,A,BOSTON ARTCC,ZBW,C,,,,
2025/03/20,50140.76,A,NON-ATCT,AK,37AA,DEADHORSE,US,PAAD,POINT THOMSON AIRSTRIP,AAL,,,,,,,,,,,,,,,,,,,
2025/03/20,7233.04,H,NON-ATCT,KY,37KY,LEXINGTON,US,,UK HOSPITAL,ASO,,,,LEXINGTON,LEX,A,,,,LEXINGTON,LEX,A,,,,,,,
2025/03/20,18469.3,A,NON-ATCT,OH,38D,SALEM,US,,SALEM AIRPARK,AGL,,,,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,12318.0,A,NON-ATCT,MT,38S,DEER LODGE,US,,DEER LODGE-CITY-COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,24742.11,A,NON-ATCT,TX,38XS,SANTA ELENA,US,,SAN RAFAEL RANCH,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,14215.0,A,NON-ATCT,NJ,39N,PRINCETON/ROCKY HILL,US,,PRINCETON,AEA,,,,NEWARK,PHL,A,,,,NEWARK,PHL,A,,,,,,,
